iata_code,city_rus
MVL,Стоув
MVO,Монго
MVP,Миту
MVQ,Могилев
MVT,Матайва
MVV,Межев
MVX,Минвул
MVZ,Масвинго
MWC,Милуоки
MWD,Мьанвали
MWE,Мерове
MWF,Мево
MWG,Маравака
MWH,Мозес Лейк
MWI,Марамуни
MWJ,Маттьюс-Ридж
MWK,Матак
MWN,Мвадуй
MWP,Маунтин
MWQ,Магуэ
MWU,Муссау
MWZ,Мванза
MXB,Масамба
MXG,Марлборо
MXI,Мати
MXJ,Минна
MXK,Миндик
MXM,Моромбе
MXP,Милан
MXQ,Митчелл-Ривер
MXR,Миргород
MXT,Майнтирано
MXX,Мора
MXZ,Мейсян
MYB,Маюмба
MYC,Маракай
MYD,Малинди
MYE,Мияке-Жима
MYF,Сан Диего
MYJ,Мацуяма
MYM,Манки-Маунтин
MYN,Мариб
MYO,Майруда
MYQ,Майсор
MYR,Миртл Бич
MYS,Мояль
MYT,Мьиткьина
MYW,Мтвара
MYX,Меньямья
MYY,Мири
MZA,Музаффарнагар
MZC,Мицик
MZD,Мендес
MZE,Манати
MZG,Макунг
MZH,Мерзифон
MZK,Маракеи
MZL,Манисалес
MZM,Мец
MZN,Миндж
MZO,Манзанилло
MZP,Мотуэка
MZQ,Мкуз
MZS,Мостин
MZT,Мазатлан
MZU,Музаффарпур
MZX,Мена
MZY,Залив Моссел
NAB,Олбани
NAD,Маканал
NAE,Натитингу
NAF,Банаина
NAG,Нагпур
NAI,Аннаи
NAJ,Нахичевань
NAK,Натхон Ратчасима
NAL,Нальчик
NAM,Намлеа
NAN,Фиджи-Нади
NAO,Наньчон
NAR,Наре
NAT,Наталь
NAV,Невсехир
NAW,Наративат
NAY,Пекин
NBB,Барранкоминас
NBC,Набережные Челны
NBG,Новый Орлеан
NBH,Намбука Хэдс
NBL,Сан-Блас
NBO,Найроби
NBP,Нью-Йорк
NBW,Гуантанамо
NBX,Набире
NCA,Норт-Кайкос
NCH,Начингвеа
NCI,Некокли
NCL,Ньюкасл
NCR,Сан Карлос
NCS,Ньюкасл
NCT,Никоя
NCU,Нукус
NCY,Аннеси
NDA,Банданаира
NDB,Нуакдибу
NDC,Нандед
NDD,Сумбе
NDE,Мандера
NDG,Цицихар
NDI,Намиди
NDL,Нделе
NDM,Менди
NDR,Надор
NDU,Рунду
NEC,Некочеа
NEF,Нефтекамск
NEG,Негрил
NER,Нерюнгри
NES,Нью-Йорк
NEW,Новый Орлеан
NFG,Нефтеюганск
NGB,Нинбо
NGD,Анегада
NGM,Агана
NGN,Наргана
NGP,Корпус Кристи
NGS,Нагасаки
NGW,Корпус Кристи
NGX,Мананг
NHA,Нха Транг
NHF,Нью-Халфа
NHS,Нушки
NIA,Нимба
NIC,Никозия
NIG,Никунау
NIK,Ниоколо-Коба
NIM,Ниамей
NIO,Ниоки
NIT,Ниорт
NIX,Ниоро
NJA,Ацуги
NJC,Нижневартовск
NKA,Нкан
NKC,Нуакшот
NKL,Нколо
NKM,Нагойя
NKN,Нанкина
NKU,Нкаус
NKX,Сан Диего
NKY,Нкайи
NLK,Норфолк Айленд
NLP,Нельспрут
NLV,Николаев
NMA,Наманган
NMB,Даман
NMG,Сан-Мигель
NMS,Намсанг
NMT,Намту
NMU,Наму
NNA,Кенитра
NNB,Санта-Ана
NND,Нангаде
NNG,Наньнин
NNI,Намутони
NNM,Нарьян-Мар
NNT,Нан
NNX,Нунукан
NNY,Наньян
NOB,Носара-Бич
NOC,Нок
NOD,Норден
NOE,Норддайх
NOG,Ногалес
NOH,Чикаго
NOI,Новороссийск
NOJ,Ноябрьск
NOK,Нова-Шавантина
NOM,Номад-Ривер
NOO,Наоро
NOR,Нордфьордур
NOZ,Новокузнецк
NPE,Напье-Хастингс
NPG,Нипа
NPL,Нью-Плимут
NPO,Нангапинох
NQN,Неукен
NQU,Нуки
NQX,Ки Уэст
NRD,Нордерней
NRK,Ноггкопинг
NRM,Нара
NRN,Дюссельдорф
NRT,Токио
NRV,Гуам
NSA,Нуса
NSI,Яунде
NSN,Нельсон
NSP,Сангли-Пойнт
NST,Након-Си-Таммарат
NSY,Токат
NTA,Натадола
NTB,Нутодден
NTC,Санта-Каролина
NTE,Нант
NTG,Наньтун
NTI,Бинтуни
NTL,Ньюкасл
NTO,Санто-Антао
NTR,Тухтла-Гутьеррес
NTT,Ниуатопутапу
NTX,Натуна-Ранай
NTY,Сан Сити
NUD,Эн-Нахуд
NUG,Нугуриа
NUH,Нунчиа
NUS,Норсуп
NUT,Нутуве
NUU,Накуру
NUX,Новый Уренгой
NVA,Нейва
NVG,Нуэва-Гуинея
NVI,Навой
NVK,Нарвик
NVR,Новгород
NVS,Неверс
NVT,Навегантес
NVY,Нейвели
NWA,Моэли
NWI,Норвич
NWS,Нью-Йорк
NWT,Новата
NYE,Ньери
NYI,Суньяни
NYK,Нануки
NYM,Надым
NYO,Стокгольм
NZO,Нзоя
NZY,Сан Диего
OAG,Орандж
OAM,Оамару
OAN,Оланчито
OAX,Оксака
OBA,Обан
OBC,Обок
OBD,Обано
OBI,Обидос
OBM,Моропе
OBN,Обан
OBO,Обихиро
OBS,Обенас
OBX,Обо
OCC,Кока
OCF,Окала
OCJ,Очо Риос
OCN,Оушнсайд
OCV,Окана
ODA,Уадда
ODB,Кордова
ODE,Оденсе
ODJ,Уанда-Джалле
ODS,Одесса
ODY,Удомхей
OEA,Винсенн
OEC,Окусси
OEL,Орел
OEM,Паломеу
OER,Орнсколдсвик
OFJ,Олаффьордур
OGD,Огден
OGE,Огерананг
OGL,Огле
OGN,Йонагуни-Жима
OGR,Бонгор
OGX,Уаргла
OGZ,Владикавказ
OHD,Охрид
OHI,Ошакати
OHO,Охотск
OHP,Обан
OHT,Кохат
OIC,Норвич
OIR,Окусири
OIT,Оита
OJC,Канзас Сити
OKA,Окинава
OKB,Орхид-Бич
OKC,Оклахома Сити
OKD,Саппоро
OKE,Окино-Эрабу
OKF,Окаукуйэхо
OKG,Окойо
OKI,Оки-Айленд
OKJ,Окаяма
OKL,Оксибил
OKN,Оконджа
OKO,Токио
OKP,Оксапмин
OKQ,Окаба
OKT,Октябрьский
OLA,Орланд
OLI,Олафсвик
OLJ,Олпой
OLM,Олимпия
OLO,Оломоуц
OLQ,Олсобип
OLS,Ногалес
OMA,Омаха
OMB,Омбуэ
OMC,Ормок
OMD,Ораньемунд
OMG,Омега
OMH,Урмиех
OMJ,Омура
OML,Омкалай
OMM,Мармул
OMN,Османабад
OMO,Мостар
OMR,Орадя
OMS,Омск
ONB,Ононге
OND,Ондангва
ONI,Моанамани
ONQ,Зонгулдаг
ONU,Оно-И-Лау
ONX,Колон
OOM,Коома
OOT,Онотоа
OPA,Копаскер
OPB,Опен-Бей
OPF,Майами
OPO,Порто
OPS,Синоп
OPU,Балимо
OPW,Опува
ORA,Оран
ORB,Оребро
ORC,Ороке
ORE,Орлеан
ORJ,Ориндук
ORK,Корк
ORL,Орландо
ORN,Оран
ORO,Йоро
ORP,Орапа
ORU,Оруро
ORW,Ормара
ORY,Париж
ORZ,Ориндж-Уолк
OSD,Остерсанд
OSE,Омора
OSI,Осиек
OSK,Оскархамн
OSL,Осло
OSM,Мосул
OSP,Слупск
OSR,Острава
OSS,Ош
OSW,Орск
OSY,Намсус
OSZ,Кошалин
OTC,Бол
OTD,Контадора
OTJ,Отьиваронго
OTL,Бутилимит
OTP,Бухарест
OTR,Кото-47
OTU,Оту
OTY,Ориа
OUA,Уагадугу
OUD,Уджда
OUE,Уэссо
OUG,Уахигоуя
OUH,Оудсхорн
OUL,Оулу
OUR,Батури
OUT,Буссо
OUZ,Зурате
OVA,Бекили
OVB,Новосибирск
OVL,Овайе
OWE,Овендо
OXF,Оксфорд
OXR,Вентура
OYA,Гоя
OYE,Оем
OYG,Мойо
OYL,Мояль
OYO,Трес-Арройос
OZC,Озамис-Сити
OZH,Запорожье
OZZ,Уазазат
PAB,Биласпур
PAC,Панама Сити
PAE,Эверетт
PAF,Пакуба
PAG,Пагадиан
PAI,Пайлинь
PAJ,Пара-Чинар
PAL,Паланкеро
PAM,Панама Сити
PAN,Паттани
PAO,Пало Альто
PAS,Парос
PAT,Патна
PAU,Паук
PAW,Памбва
PAZ,Поса-Рика
PBD,Порбандар
PBE,Пуэрто-Беррио
PBH,Паро
PBI,Уест Палм Бич
PBJ,Паама
PBN,Порту-Амбоим
PBR,Пуэрто Барриос
PBS,Патонг-Бич
PBU,Путао
PBW,Палибело
PBZ,Плеттенберг-Бей
PCB,Джакарта
PCC,Пуэрто Рико
PCG,Пасо-Кабаллос
PCH,Палачос
PCL,Пукальпа
PCN,Пиктон
PCO,Пунта-Колораде
PCR,Пуэрто-Каррено
PCV,Пунта-Шивато
PDA,Пуэрто-Инирида
PDC,Муэо
PDF,Прадо
PDG,Паданг
PDI,Пиндиу
PDO,Пендопо
PDR,Президенти-Дутра
PDS,Пьедрас-Неграс
PDU,Пайсанду
PDV,Пловдив
PDZ,Педерналес
PEB,Пебане
PED,Пардубицы
PEE,Пермь
PEG,Перужия
PEK,Пекин
PEL,Пеланенг
PEM,Пуэрто Мальдонадо
PEN,Пенанг
PER,Перт
PES,Петрозаводск
PEW,Пешавар
PEX,Печора
PEZ,Пенза
PFJ,Патрексфьордур
PFN,Панама Сити
PFO,Пафос
PFR,Илебо
PGA,Паг
PGB,Пангоа
PGC,Петерсбург
PGD,Пунта-Горда
PGE,Егепа
PGF,Перпиньян
PGG,Сао Паоло
PGH,Пантнагар
PGK,Пангкалпинанг
PGN,Пангиа
PGO,Пагоса Спрингз
PGP,Порто Алегре
PGX,Периге
PHA,Пхань-Ранг
PHH,Пхань-Тхиет
PHL,Филадельфия
PHM,Беблинген
PHS,Пхитсанусок
PHT,Париж
PHU,Пху-Винх
PHW,Фалаборва
PHX,Феникс
PHY,Пхетчабун
PHZ,Остров Пхи Пхи
PIC,Пайн-Кей
PIE,Клируотер
PIG,Питинга
PIL,Пилар
PIO,Писко
PIQ,Пипиллипаи
PIS,Пуатье
PIU,Пиуро
PJC,Педро-Хуан-Кабальеро
PJG,Панджгур
PJM,Пуэрто-Хименес
PJZ,Пуэрто-Хуарес
PKB,Паркерсбург
PKC,Петропавловск-Камчатский
PKE,Паркес
PKJ,Плайа Гранде
PKK,Пакокку
PKL,Пакатоа-Айленд
PKM,Порт-Каитума
PKN,Пангкаланбуун
PKO,Параку
PKR,Покхара
PKS,Паксан
PKU,Пеканбару
PKV,Псков
PKZ,Паксе
PLA,Планадас
PLC,Планета-Рико
PLD,Плайя Самара
PLE,Пайела
PLF,Пала
PLG,Ла-Планье
PLI,Пам-Айленд
PLM,Палембанг
PLP,Ля Пальма
PLT,Плато
PLU,Бело Хоризонте
PLV,Полтава
PLX,Семипалатинск
PLZ,Порт Элизабет
PMC,Пуэрто Монт
PME,Портсмут
PMF,Парма
PMH,Портсмут
PMK,Пам-Айленд
PMM,Пханом-Саракхам
PMN,Пумани
PMO,Палермо
PMP,Пимага
PMQ,Перито-Морено
PMR,Палмерстон Норт
PMS,Пальмира
PMZ,Палмар
PNA,Памплона
PND,Пунта-Горда
PNE,Филадельфия
PNH,Пном Пен
PNI,Понпеи
PNK,Понтианак
PNP,Попондетта
PNQ,Пуне
PNR,Пуэнт-Нуар
PNT,Пуэрто Наталес
PNY,Пондичерри
POA,Порто Алегре
POD,Подор
POG,Порт-Гентил
POI,Потоси
POM,Порт-Морсби
PON,Поптун
POP,Пуэрто Плата
POR,Пори
POT,Порт-Антонио
POW,Порторос
POX,Париж
POZ,Познан
PPE,Пуэрто-Пенаско
PPK,Петропавловск
PPL,Пхалпу
PPN,Попайан
PPO,Пауэлл-Пойнт
PPQ,Парапарауму
PPR,Пасир-Пангараян
PPU,Папун
PPW,Папа-Вестрей
PPZ,Пуэрто-Пец
PQC,Пху-Квок
PQM,Паленке
PQQ,Порт Макгуайр
PRE,Поре
PRG,Прага
PRH,Пхраэ
PRI,Праслин-Айленд
PRJ,Капри
PRM,Портиман
PRP,Проприано
PRR,Парума
PRS,Параси
PRU,Проме
PRV,Пршеров
PRX,Париж
PRY,Претория
PSA,Пиза
PSD,Порт-Саид
PSI,Пасни
PSJ,Посо
PSK,Дублин
PSL,Перт
PSO,Пасто
PSP,Палм Спрингс
PSQ,Филадельфия
PSR,Пескара
PSS,Посадас
PST,Престон
PSW,Пассос
PSX,Палачос
PTB,Петерсбург
PTE,Порт Стефенс
PTF,Малололайлай
PTI,Порт Дуглас
PTJ,Портланд
PTL,Порт Армстронг
PTM,Палмарито
PTX,Питалито
PTY,Панама Сити
PTZ,Пастаца
PUA,Пуас
PUD,Пуэрто-Десеадо
PUE,Пуэрто-Обалдиа
PUF,По
PUG,Порт Огаста
PUH,Пошутла
PUN,Пуниа
PUP,По
PUQ,Пунта Аренас
PUR,Пуэрто Рико
PUT,Путтапартхи
PUU,Пуэрто-Асис
PUX,Пуэрто Варас
PUY,Пула
PUZ,Пуэрто-Кабесас
PVA,Провиденсиа
PVD,Провиденс
PVE,Эль-Порвенир
PVG,Шанхай
PVK,Превеза-Лефка
PVN,Плевен
PVO,Портовьехо
PVR,Пуэрто Ваярта
PVS,Бухта Провидения
PVX,Бухта Провидения
PWA,Оклахома Сити
PWE,Певек
PWK,Чикаго
PWM,Портланд
PWN,Питтс-Таун
PWO,Пуэто
PWQ,Павлодар
PXM,Пуэрто Эскондидо
PXO,Порто Санто
PXR,Сурин
PXU,Плейку
PYA,Пуэрто-Бояка
PYB,Джейпор
PYC,Плейкон-Чико
PYE,Пенрин-Айленд
PYH,Пуэрто-Аякучо
PYJ,Полярный
PYN,Пайан
PYO,Путумайо
PYR,Пиргос
PYV,Явиза
PYX,Паттайя
PZB,Питермарицбург
PZH,Зхоб
PZO,Пуэрто Ордас
PZU,Порт-Судан
PZY,Пиестани
QDU,Дюссельдорф
QFQ,Мелой
QGV,Франкфурт-на-Майне
QLX,Лаутерах
QMM,Марина Ди Масса
QNY,Нью-Йорк
QPG,Сингапур
QQW,Лондон
QRA,Йоханнесбург
QRO,Керетаро
QSG,Сондерборг
QUF,Таллинн
QWG,Шарлотт
QYW,Канны
RAA,Раканда
RAB,Рабаул
RAC,Рацине
RAE,Арар
RAH,Рафха
RAJ,Раджкот
RAK,Марракеш
RAN,Равенна
RAP,Рапид Сити
RAQ,Раха
RAS,Рашт
RAT,Радужный
RAU,Рангпур
RAV,Краво-Норте
RAW,Арава
RAX,Орам
RAY,Ротсей
RAZ,Равала-Кот
RBA,Рабат
RBB,Борба
RBD,Даллас
RBG,Розбург
RBI,Раби
RBJ,Ребун
RBK,Ранчо
RBO,Роборе
RBP,Рабараба
RBQ,Рурренабак
RBT,Марсабит
RBV,Рамата
RCA,Рапид Сити
RCB,Ричардс-Бей
RCH,Риохача
RCL,Редклифф
RCM,Ричмонд
RCO,Рошфор
RCQ,Реконкиста
RCR,Рочестер
RCS,Рочестер
RCY,Рум-Кэй
RDC,Реденкао
RDE,Мердей
RDR,Ред Ривер (Красная река)
RDT,Ричард-Толл
RDZ,Родез
REC,Ресифе
REG,Редджио-Калабрия
REH,Рехобот Бич
REI,Регина
REL,Трелью
REN,Оренбург
REO,Рим
REP,Сием Рип
RES,Ресистенсия
REU,Реус
REW,Рева
REY,Рейес
RFA,Рафаи
RFD,Рокфорд
RFN,Рауфархофн
RFR,Рио-Фрио
RGA,Рио-Гранде
RGE,Поргера
RGH,Балургат
RGL,Рио-Гальегос
RGN,Яньгунь
RGT,Ренгат
RHA,Рейкхолар
RHD,Рио Хондо
RHE,Реймс
RHG,Руэнгери
RHL,Рой-Хилл
RHN,Рош Пина
RHO,Родос
RHP,Рамечхап
RHV,Сан-Хосе
RIB,Риберальта
RIG,Рио-Гранде
RIJ,Риоха
RIK,Каррилльо
RIN,Ринги-Коув
RIS,Рисири
RIT,Рио-Тигре
RIX,Рига
RIZ,Рио-Альцукар
RJA,Раджахмандри
RJB,Раджбирадж
RJI,Раджури
RJK,Риека
RJL,Логроно
RKC,Ирека
RKE,Копенгаген
RKI,Рокот
RKO,Сипора
RKS,Рок Спрингс
RKT,Рас-аль-Хайма
RKU,Юл-Айленд
RKV,Рейкьявик
RLT,Арлит
RMB,Бурайми
RMC,Рокфорд
RMD,Рамагундам
RMG,Рим
RMI,Римини
RMN,Румгиней
RMQ,Тайчунг
RMS,Рамштайн
RNA,Арона
RNB,Роннеби
RND,Сен Антонио
RNE,Руан
RNI,Корн-Айленд
RNR,Робинзон-Ривер
RNS,Ренн
RNU,Ранау
ROI,Рой Ет
ROK,Рокхэмптон
RON,Рондон
ROP,Рота
ROS,Росарио
ROT,Роторуа
ROV,Ростов
ROY,Рио-Майо
RPA,Ролпа
RPB,Ропер-Бэй
RPN,Рош Пина
RPR,Райпур
RRA,Ронда
RRI,Барора
RRK,Руркела
RRM,Марромеу
RRO,Неаполь
RRS,Ророс
RRV,Робинзон-Ривер
RSA,Санта-Роса
RSE,Сидней
RSG,Серра-Пелада
RSI,Рио-Сидра
RSJ,Росарио
RSK,Рансики
RSL,Расселл
RSS,Росейрес
RST,Рочестер
RSW,Форт Майерс
RTB,Роатан
RTC,Ратнагири
RTG,Рутенг
RTI,Роти
RTM,Роттердам
RTP,Рутланд-Плейнз
RTS,остров Роттнест
RTW,Саратов
RUA,Аруа
RUG,Руган
RUH,Халлсберг
RUK,Рукумкот
RUP,Рупси
RUT,Рутленд
RUV,Рубелсанто
RUY,Копан
RVA,Фарафангана
RVD,Риу-Верди
RVE,Саравена
RVH,Санкт-Петербург
RVN,Рованиеми
RVO,Рейвило
RVR,Грин-Ривер
RVS,Тулса
RVY,Ривера
RWN,Ровно
RXA,Рауда
RXS,Рохас Сити
RYB,Рыбинск
RYK,Рахим-Яр-Хан
RYN,Ройан
RYO,Рио-Турбио
RZA,Санта-Круз-Айленд
RZE,Жешув
RZN,Рязань
RZR,Рамсар
SAC,Сакраменто
SAE,Сангир
SAF,Санта Фе
SAJ,Сираджгандж
SAK,Саударкрокур
SAL,Сан-Сальвадор
SAM,Саламо
SAN,Сан Диего
SAR,Спарта
SAT,Сен Антонио
SAU,Саву
SAV,Саванна
SAW,Стамбул
SAX,Самбу
SAY,Сиенна
SAZ,Сасстаун
SBA,Санта-Барбара-Ба
SBD,Сан Бернардино
SBF,Сардех-Банд
SBI,Кундара
SBL,Санта-Ана
SBP,Сан Луис Обиспо
SBQ,Сиби
SBT,Сан Бернардино
SBU,Спрингбок
SBV,Сабах
SBZ,Сибиу
SCA,Санта-Каталина
SCD,Зулако
SCF,Феникс
SCI,Сан-Кристобаль
SCL,Сантьяго
SCO,Актау
SCQ,Сантьяго де Компостела
SCT,Сокотра
SCU,Сантьяго
SCV,Сучава
SCW,Сыктывкар
SCX,Залина-Крус
SDA,Багдад
SDC,Сендкрик
SDG,Санандадж
SDI,Сайдор
SDJ,Сендай
SDK,Сандакан
SDL,Сандсвалль
SDM,Сан Диего
SDQ,Санто-Доминго
SDR,Сантандер
SDS,Садо-Сима
SDT,Саиду-Шариф
SDW,Сандвип
SDX,Седона
SEB,Себа
SEC,Сер-Шевалье
SEE,Сан Диего
SEH,Сенггех
SEK,Ксар-Эс-Сук
SET,Сан-Эстебан
SEU,Серонера
SEV,Северодонецк
SEW,Сива
SEY,Селибаби
SEZ,Остров Махе
SFA,Сфакс
SFE,Сан Фернандо
SFF,Спокане
SFH,Сан-Фелипе
SFI,Сафи
SFN,Санта Фе
SFT,Скеллефти
SFU,Сафиа
SFW,Санта Фе
SFX,Сан-Феликс
SGB,Сингауа
SGC,Сургут
SGD,Сондерборг
SGE,Зиген
SGG,Симанганг
SGI,Саргодха
SGJ,Сагарай
SGK,Сангапи
SGM,Сан-Игнасио
SGN,Хо Чи Мин Сити
SGO,Сент Джордж
SGQ,Санггата
SGS,Санга-Санга
SGV,Сьерра-Гранде
SGX,Сонгеа
SGZ,Сонгкхла
SHA,Шанхай
SHB,Накасибецу
SHC,Индаселасси
SHE,Шеньян
SHF,Шаньягван
SHI,Симожисима
SHJ,Шарджа
SHK,Сехонгхонг
SHL,Шиллонг
SHM,Ширахама
SHO,Сокчо
SHP,Циньхуандао
SHS,Шаши
SHT,Шеппартон
SHV,Шревспорт
SHW,Шарура
SHY,Шиньянга
SHZ,Сешутес
SIB,Сибити
SIC,Синоп
SIE,Синес
SIF,Симара
SIG,Сан Хуан
SIH,Силгади-Доти
SII,Сиди-Ифни
SIJ,Сиглуфьордур
SIL,Сила
SIM,Симбай
SIN,Сингапур
SIP,Симферополь
SIR,Сион
SIS,Сишен
SIU,Сиуна
SIW,Сибиса
SIZ,Сиссано
SJA,Сан Хуан
SJB,Сан-Хоакин
SJC,Сан-Хосе
SJG,Сан-Педро-Жапуа
SJI,Сан-Хосе
SJJ,Сараево
SJL,Сан-Габриэл
SJM,Сан Хуан
SJN,Сент Джонс
SJP,Сан Хосе Ду Рио Прето
SJQ,Сешеке
SJS,Сан-Хосе
SJU,Сан Хуан
SJV,Сан-Хавьер
SJW,Шицзяжун
SJX,Сартанеджа
SJY,Сейнайоки
SKA,Спокане
SKC,Суки
SKD,Самарканд
SKE,Скиен
SKF,Сен Антонио
SKG,Салоники
SKI,Скикда
SKM,Скелдон
SKO,Сокото
SKP,Скопье
SKQ,Секакес
SKR,Шакисо
SKT,Сиалкот
SKU,Скирос
SKV,Санта-Катарина
SKX,Саранск
SKY,Сандуски
SKZ,Суккур
SLA,Сальта
SLB,Сторм Лейк
SLD,Шлияк
SLF,Сулаель
SLH,Сола
SLI,Солвези
SLJ,Чандлер
SLL,Салала
SLM,Саламанка
SLP,Сан-Луис-Потоси
SLS,Силистра
SLV,Симла
SLW,Сальтильо
SLY,Салехард
SMA,Санта-Мария
SMB,Сьерро-Сомбреро
SMC,Санта-Мария
SMG,Санта-Мария
SMH,Сапманга
SMJ,Сим
SMO,Санта Моника
SMP,Стокгольм
SMR,Санта Марта
SMT,Сан-Мун-Лейк
SMV,Сент Мориц
SMW,Смара
SMX,Санта-Мария
SMY,Сименти
SND,Сено
SNF,Сан-Фелипе
SNI,Синоу
SNJ,Сан-Хулиан
SNN,Шеннон
SNO,Сакан Накхон
SNQ,Сан-Кинтин
SNU,Санта-Клара
SNV,Санта-Элена
SNZ,Санта-Круз-Айленд
SOA,Сок-Транг
SOC,Соло Сити
SOD,Сорокаба
SOE,Суанке
SOF,София
SOG,Сондал
SOH,Солита
SOI,Остров Саут Молл
SOJ,Соркьосен
SOK,Семонгконг
SOM,Сан-Томе
SOO,Содерхамн
SOR,Эль-Таура
SOT,Соданкюля
SOX,Согамосо
SOY,Стронсей
SPE,Сепулот
SPH,Сопу
SPJ,Афины
SPP,Менонге
SPQ,Сан-Педро
SPR,Сан-Педро
SPT,Сипитанг
SPU,Сплит
SPX,Хьюстон
SPY,Сан-Педро
SQB,Санта-Ана
SQD,Синоп
SQF,Солано
SQJ,Шехди
SQL,Сан Карлос
SQN,Санана
SQO,Сторуман
SQR,Сороако
SQS,Сан-Игнасио
SQU,Субик-Бей
SRA,Санта-Роса
SRB,Санта-Роса
SRD,Сан-Рамон
SRE,Сукре
SRF,Сан-Рафаэль
SRG,Семаранг
SRH,Сарх
SRI,Самаринда
SRJ,Сан-Борха
SRK,Сьерра-Леоне
SRL,Санта-Росалия
SRN,Страхан
SRO,Сантана-Рамос
SRP,Сторд
SRS,Сан-Маркос
SRT,Сороти
SRU,Санта-Круз-Айленд
SRX,Серт
SRY,Сари
SRZ,Санта-Круз-Айленд
SSD,Сан-Фелипе
SSE,Шолапур
SSF,Сен Антонио
SSG,Малабо
SSH,Шарм Эль Шейх
SSJ,Санднессьоен
SSL,Санта-Росалия
SSO,Сан-Лоуренсу
SSR,Сара
SSS,Сиасси
SST,Санта-Тересита
STD,Санто-Доминго
STI,Сантьяго
STL,Сент Луис
STM,Сантарем
STN,Лондон
STP,Сен Поль
STR,Штуттгард
STS,Санта-Роса
STU,Санта-Круз-Айленд
STV,Сурат
STW,Ставрополь
STZ,Санта-Терезинья
SUB,Сурабайя
SUG,Суригао
SUH,Сур
SUI,Сухуми
SUJ,Сату Маре
SUL,Суи
SUO,"Сан-Ривер, шт. Орегон"
SUP,Суменеп
SUQ,Сукуа
SUR,Саммер-Бивер
SUS,Сент Луис
SUT,Сумбаванга
SUV,Сува
SUX,Сиокс Сити
SUY,Судурейри
SUZ,Суриа
SVB,Самбава
SVF,Саве
SVG,Ставангер
SVJ,Сволваер
SVK,Силвер-Крик
SVL,Савонлинна
SVO,Москва
SVP,Куито
SVR,Свей-Рьенг
SVU,Савусаву
SVX,Екатеринбург
SVY,Саво
SVZ,Сен Антонио
SWA,Шаньтоу
SWE,Сивеа
SWH,Суон Хилл
SWI,Свиндон
SWJ,Сауз-Вест-Бей
SWK,Милан
SWL,Спаниш-Уэллс
SWN,Сахивал
SWP,Свакопмунд
SWS,Суони
SWT,Стрежевой
SWU,Суон
SWY,Ситиаван
SWZ,Сидней
SXA,Сиалум
SXB,Страсбург
SXD,София Антиполис
SXE,Сейл
SXF,Берлин
SXG,Сенанга
SXH,Сехулеа
SXI,Сирри-Айленд
SXJ,Шаньшань
SXK,Саумлаки
SXL,Слайго
SXR,Сринагар
SXS,Сахабат-16
SXT,Таман Негара
SXU,Содду
SXZ,Сиирт
SYD,Сидней
SYE,Сада
SYK,Стиккишолмур
SYL,Сан-Мигель
SYM,Симан
SYO,Сонай
SYP,Сантьяго
SYR,Сиракус
SYX,Санья
SYZ,Шираз
SZA,Сойо
SZB,Куала-Лумпур
SZC,Санта-Круз-Айленд
SZD,Шеффилд
SZF,Самсун
SZG,Зальцбург
SZH,Сенипах
SZI,Зайсан
SZK,Скукуза
SZL,Варренсбург
SZM,Сезрим
SZN,Санта-Барбара-Ба
SZQ,Саенц-Пена
SZR,Стара-Загора
SZS,Стюарт-Айленд
SZU,Сегу
SZV,Сучжоу
SZW,Шверин
SZX,Шэньчжэнь
SZZ,Щецин
TAA,Тарапайна
TAD,Тринидад
TAE,Даегу
TAF,Оран
TAG,Тагбиларан
TAJ,Айтейп
TAK,Такаматсу
TAL,Танана
TAM,Тампико
TAN,Тангалума
TAO,Куаньдян
TAP,Тапашула
TAQ,Таркула
TAR,Таранто
TAS,Ташкент
TAT,Попрад
TAU,Таурамена
TAW,Такуарембо
TAX,Талиабу
TAY,Тарту
TBA,Табибуга
TBB,Туй-Хоа
TBD,Тимбуки
TBE,Тимбунке
TBF,Табитуа-Норт
TBG,Табубил
TBH,Таблас
TBI,Зе-Байт
TBJ,Табарка
TBK,Тимбер-Крик
TBL,Тейблленд
TBM,Тумбанг-Самба
TBO,Табора
TBP,Тумбес
TBQ,Тарабо
TBS,Тбилиси
TBW,Тамбов
TBZ,Табриз
TCA,Теннант Крик
TCC,Тукумкари
TCD,Тарапака
TCE,Тулча
TCF,Токоа
TCH,Чибанга
TCN,Теуакан
TCO,Тумако
TCP,Таба
TCV,Тете
TDA,Тринидад
TDD,Тринидад
TDG,Тандаг
TDJ,Таджура
TDK,Талды-Курган
TDL,Тандиль
TDO,Толедо
TDR,Теодоре
TDT,Танда Тула
TDV,Танандава
TDW,Амарильо
TDX,Трат
TDZ,Толедо
TEA,Тела
TED,Тистед
TEE,Тбесса
TEG,Тенкодого
TEI,Тезу
TEL,Телупид
TEO,Терапо
TEP,Тептеп
TEQ,Текиргад
TES,Тессеней
TET,Тете
TEU,Те Анау
TEY,Тингейри
TEZ,Тезпур
TFC,Таормина
TFF,Тефе
TFI,Туфи
TFM,Телефомин
TFN,Тенерифе
TFR,Рамадан
TFS,Тенерифе
TFT,Тафтан
TFY,Тарфая
TGF,Тинье
TGG,Куала-Теренгану
TGH,Тонгоа
TGI,Тинго-Мария
TGJ,Тига
TGL,Тагула
TGM,Тиргу Мурес
TGO,Тонглян
TGQ,Тангара де Серра
